,Topic,Count,Name,Representation,KeyBERT,Llama2,MMR,Representative_Docs
194,193,46,193_extrusion_extruder_die_extrudate,"['extrusion', 'extruder', 'die', 'extrudate', 'extruded', 'screw', 'extruding', 'barrel', 'material', 'sluice']","['extruders', 'extrusion', 'extruding', 'extrudates', 'extruded', 'extruder', 'extrudate', 'extrudable', 'elongational', 'an']","['Food Extrusion Technology', '', '', '', '', '', '', '', '', '']","['extrusion', 'extruder', 'die', 'extrudate', 'extruded', 'screw', 'extruding', 'barrel', 'material', 'sluice']","['An improved low shear extrusion and dehydration apparatus (10) and\nmethod is provided for the continuous extrusion of various starting materials\n(e.g., starch bearing grains or starch fractions thereof, proteinaceous\nmaterials and/or nutraceuticals) to yield improved products, especially\ncold water swelling or soluble starch products. The invention is also\nuseful for forming pre gelled starch products and for processing\nstarch bearing materials using little or no surfactant. The apparatus\n(10) preferably includes an elongated extruder (18) together with a tubular\ndie assembly (20) coupled to the outlet of the extruder barrel (32), wherein\nthe volumetric ratio of the die assembly (20) to the free volume of the\nextruder (18) is at least about 2, and the ratio of die assembly retention\ntime to the extruder retention time is at least about 5. In another embodiment,\nthe apparatus (10) further includes a dehydration assembly (14) having\nan agitator (56) operatively coupled to a drying or dehydrating tower\n(66) for drying and comminuting the extrudate after it emerges from die\nassembly (20).', 'An extrusion method and an extruder, wherein an annular material flow is created\nby extruding material into an annular extrusion channel (6). The extruder has\na tubular filtering unit (7) arranged to the annular extrusion channel (6), whereby\nthe annular material flow flows through the tubular surface of the filtering\nunit (7).', 'An extruder (1) is provided for producing an extruded food piece in\na shape which simulates the shape of a natural food piece. The extruder\n(1) has a pressure vessel (2), a pressure exerting device (3) for the\npressure vessel (2), a manifold (4) in fluid communication with the pressure\nvessel (2), and at least one die and cutter assembly (6) in fluid communication\nwith the manifold (4). The die and cutter assembly (6) has en extrusion\nmember (9) with an extrusion wall (10), a closed extrusion end (11), an\nopened feed end (12) attachable to the manifold (4), at least one extrusion\ndie (13) formed in the extrusion wall (10) near the extrusion end (11),\nand a tubular cutter member (14). The tubular cutter member (14) has a\ndriveable end (19), a cutter wall (16) and an opened cutter end (17) with\nat least one cutting surface (18) for cutting extrudate into the shape\nas the extrudate exits the die (13). The cutter member (14) is reciprocally\nslideable on the extrusion wall (10) by drive device (20).']"
195,194,46,194_medicament_inhaler_inhalation_dose,"['medicament', 'inhaler', 'inhalation', 'dose', 'dpi', 'mouthpiece', 'cartridge', 'powder', 'canister', 'dry']","['inhaler', 'inhale', 'aerosolization', 'inhalation', 'medicament', 'aerosolized', 'aerosolizing', 'inhaling', 'metered', 'an']","['Medicament Inhalers', '', '', '', '', '', '', '', '', '']","['medicament', 'inhaler', 'inhalation', 'dose', 'dpi', 'mouthpiece', 'cartridge', 'powder', 'canister', 'dry']","['There is described a reservoir means which means is provided with a moisture resistant coating, the reservoir means is especially adapted to contain a medicament. There is also described a medicament delivery device which comprises a medicament reservoir, a medicament delivery passage and a metering member characterised in that the device includes a surface or surfaces provided with a moisture resistant coating. The device is especially an inhaler, e.g. a dry powder inhaler. A method of treating a respiratory disorder is also described which comprises administering of a therapeutically effective amount of a pharmaceutically active agent to a patient suffering from such a disorder.', 'An inhaler such as a breath actuated inhaler for delivering medicament by\ninhalation, comprising a housing for receiving a canister of medicament actuatable\nto deliver a dose of medicament, a detector for detecting actuation of\na received canister, a timer responsive to the detector to measure the elapsed\ntime from actuation of the canister, and an indicator means responsive to\nthe timer to indicate when a predetermined time has elapsed during which the\nuser should maintain inhalation or delay exhalation. This allows the inhaler to\nprovide an indication of how the user should breathe to properly receive a\ndose of medicament. The indicator means may be further responsive to the timer\nto indicate when a second predetermined time has elapsed.', 'A breath-actuated inhaler for delivery of a medicament by inhalation from a canister\n(2) which is compressible to deliver a dose of medicament. The inhaler comprises\na housing (1) for holding a canister (2) and including a mouthpiece (5) for delivery\nof a dose of medicament from a canister (2) held in the housing; and an actuation\nmechanism (6) for compressing a canister (2) held in the housing (1) in response\nto inhalation at the mouthpiece (5). The housing includes two separable portions\n(19, 20). The first housing portion (19) mounts the actuation mechanism (6).\nThe second housing portion (20) houses the mouthpiece (5) and a duct (24) shaped\nto direct an inhalation flow from the mouthpeice (5) to the first housing portion\n(19) for triggering the actuation mechanism (6). The duct (24) and the mouthpiece\n(5) are integrally formed and separable from the second housing portion (20).']"
196,195,46,195_lamp_discharge_mercury_vessel,"['lamp', 'discharge', 'mercury', 'vessel', 'arc', 'electrode', 'envelope', 'gastight', 'electrodes', 'filling']","['mercury', 'discharge', 'hg', 'electrodes', 'emitter', 'ionizable', 'lamps', 'conductive', 'has', 'uve']","['Low Pressure Mercury Vapor Discharge Lamps', '', '', '', '', '', '', '', '', '']","['lamp', 'discharge', 'mercury', 'vessel', 'arc', 'electrode', 'envelope', 'gastight', 'electrodes', 'filling']","['The invention relates to a method of adjusting a desired spectrum of\nlight emitted by a gas discharge lamp during its operation, said gas discharge\nlamp comprising a first ionizable substance and a second substance which\nis less readily ionizable than the first substance. According to the invention,\nthe gas discharge lamp is operated such that gases of both substances\ncan be excited, while the partial pressure of the first substance is adjusted\nin dependence on the desired spectrum. For this purpose, for example,\nthe current through the lamp may be modulated. In an alternative embodiment,\nthis is suitably achieved in that the partial mercury pressure is varied,\nfor example through an adjustment of the temperature of a mercury amalgam\npresent in the gas discharge lamp. The invention also relates to a gas\ndischarge lamp whose color can be varied during its operation, and to\na luminaire provided with a supply for such a lamp.', 'A low pressure mercury vapor discharge lamp is provided with\na discharge vessel and a first and a second end portion (12a). The discharge\nvessel encloses a discharge space provided with a filling of mercury and\na rare gas in a gastight manner. Each end portion (12a) supports an electrode\n(20a) arranged in the discharge space. An electrode shield (22a) encompasses\nthe electrodes (20a) and is covered with a material which reacts with\nor forms an alloy with alkaline earth metals, which material is released\nby electrode (20a). Preferably, the electrode shield (22a) is made from\na ceramic material. The lamp according to the invention has a comparatively\nlow mercury consumption.', 'A low pressure mercury vapor discharge lamp is provided\nwith a discharge vessel and a first and a second end portion (12a). The\ndischarge vessel encloses a discharge space provided with a filling of\nmercury and an inert gas in a gastight manner. Each end portion (12a)\nsupports an electrode (20a) arranged in the discharge space. An electrode\nshield (22a) encompasses at least one of the electrodes (20a) and is made\nfrom a ceramic material. Preferably, the electrode shield (22a) is tubular\nin shape with a lateral slit directed towards the discharge space. The\nlamp according to the invention has a comparatively low mercury consumption.']"
197,196,45,196_grinding_grinder_mill_wheel,"['grinding', 'grinder', 'mill', 'wheel', 'machine', 'grindstone', 'axis', 'spindle', 'grind', 'feed']","['grinding', 'grindstone', 'grind', 'grinder', 'burring', 'rotating', 'rotor', 'axis', 'rotation', 'wheel']","['Grinding technology', '', '', '', '', '', '', '', '', '']","['grinding', 'grinder', 'mill', 'wheel', 'machine', 'grindstone', 'axis', 'spindle', 'grind', 'feed']","['A method of grinding a surface of a flute (3) on a cutting tool (2) over a range of\ntool diameters using a grinding machine having a rotatable grinding wheel (1)\nthat is adapted to move relative to the cutting tool. The method includes determining\na machine path of the grinding wheel and rotating the grinding wheel and moving\nit along the machine path to grind a flute surface having a substantially constant\nrake angle.The invention also relates to a CNC tool grinding machine and a cutting\ntool.', 'The present invention provides a grinding cup (31) having a lower grinding section\n(32) and an upper body section (33) connected to form a grinding cup having top\n(34) and bottom surfaces (35). The grinding section (32) is formed from a material\ncapable of grinding the hard materials such as tungsten carbide inserts of button\nbits etc. A centrally disposed convex recess is formed in the bottom surface (35)\nhaving the desired size and profile for the button to be ground. Drive means (38)\nare provided on or in the upper body section that cooperate with the output shaft\nof the grinding machine. The drive means (38) and the upper body section or grinding\nsection (33) of the grinding cup are adapted to optimize the engagement surfaces\nand points of contact between the grinding cup (31) and rotor or adapter to reduce\nnegative impact on operational stability and rotor wear, as well as other potential\nassociated wear to the grinding apparatus caused by vibration and/or resonance.', 'The present invention relates to a grinding tool for grinding buttons\nof a rock drill bit, a grinding cup, a grinding spindle and a method to\nmount the grinding cup on a grinding spindle. The grinding tool (10) comprises\na rotatable grinding spindle (11), a grinding cup (15) having flush channels\nand a spring (14) holding them together. The grinding spindle (11) and\nthe grinding cup comprises co operative recess (27) and projection\n(16) means. The grinding tool (10) has a working direction (R). One end\n(36) ot the spring (14) is substantially firmly connected in the axial\ndirection to the grinding spindle (11). The spring is provided to allow\nrotation of the grinding cup (15) relative to the grinding spindle (11)\nonly in the working direction (R) of the grinding tool (10). The grinding\ncup (15) comprises a wholly rotation symmetrical, cylindrical surface\n(37) as the only means for driving.']"
198,197,45,197_ceramic_honeycomb_green_binder,"['ceramic', 'honeycomb', 'green', 'binder', 'firing', 'porous', 'cordierite', 'carbonaceous', 'body', 'raw']","['article', 'honeycomb', 'ceramics', 'carbonaceous', 'ceramic', 'composite', 'forming', 'sintered', 'monolithic', 'porosity']","['Ceramic manufacturing processes', '', '', '', '', '', '', '', '', '']","['ceramic', 'honeycomb', 'green', 'binder', 'firing', 'porous', 'cordierite', 'carbonaceous', 'body', 'raw']","['A method of firing a green cordierite ceramic honeycomb structural\nbody containing a carbonaceous material, for example, an organic binder,\ncomprising a two phase process. The first phase comprises firing the green\nhoneycomb structural body to a temperature and for a time sufficient to\ninitiate and sufficiently achieve release of the carbonaceous material\nwhile introducing into the furnace a CO2 enriched atmosphere.\nOnce the carbonaceous material is sufficiently removed, the second phase\ninvolves further conventionally firing for a time and a temperature sufficient\nto initiate and sufficiently achieve the conversion of the green ceramic\nhoneycomb structural body into a fired honeycomb body.', 'A method of firing a green cordierite ceramic honeycomb structural\nbody containing a carbonaceous material, for example, an organic binder,\ncomprising a two phase process. The first phase comprises firing the green\nhoneycomb structural body in a firing atmosphere to a temperature and\nfor a time sufficient to initiate and sufficiently achieve release of\nthe carbonaceous material while introducing into the firing atmosphere\na fluorine free low oxygen gas comprising less than about\n20 % O2, by volume. Once the carbonaceous material is sufficiently\nreleased, the second phase involves conventionally firing the green body\nfor a time and a temperature sufficient to initiate and sufficiently achieve\nthe conversion of the green ceramic honeycomb structural body into a fired\nhoneycomb body.', 'This invention relates to a method of producing a honeycomb ceramic body exhibiting a predetermined radial dimension comprising producing a green ceramic honeycomb body that exhibits a radial dimension at least 9% greater than the predetermined radial dimension and a cell density of at least 500 cpsi. The method further involves shrinking the green body during firing to form a sintered honeycomb ceramic body exhibiting the final predetermined radial dimension. This invention also relates to a method of producing a ceramic body comprising the following steps:(a) compounding and plasticizing a ceramic raw material mixture and forming the plasticizable raw material mixture into a green ceramic body by extrusion through an extrusion die; (b) drying the green body and thereafter firing the green body at a time and at a temperature sufficient to sinter the ceramic body resulting in a radial shrinkage of the green ceramic body in the radial dimension due to the firing of at least 9%.']"
199,198,45,198_crystal_crucible_silicon_melt,"['crystal', 'crucible', 'silicon', 'melt', 'growing', 'growth', 'czochralski', 'ingot', 'quartz', 'pull']","['growth', 'czochralski', 'monocrystalline', 'crystal', 'crystals', 'melt', 'polycrystalline', 'growing', 'crucible', 'silicon']","['Crystal Growth Technology', '', '', '', '', '', '', '', '', '']","['crystal', 'crucible', 'silicon', 'melt', 'growing', 'growth', 'czochralski', 'ingot', 'quartz', 'pull']","['Crystal growth apparatus comprising a crucible for containing a supply\nof molten material from which the crystal may be grown and first reflection\nmeans for receiving radiation directed along an input path and reflecting\nradiation towards second reflection means, whereby the second reflection\nmeans reflect output radiation along an output path. The first and second\nreflection means are arranged at or in close proximity with the surface\nof the molten material such that during crystal growth they maintain a\nsubstantially constant position relative to the surface of the molten\nmaterial. The apparatus may comprise support means for supporting the\nfirst and second reflection means, whereby the support means are arranged\nto float on the molten material. The apparatus may be a single crucible\napparatus or a double crucible apparatus. In the double crucible apparatus,\nthe support means may be a second, inner crucible containing molten material\nin fluid communication with the molten material in the first crucible,\nwhereby the inner crucible floats on the molten material in the first\ncrucible and the first and second reflection means are supported on the\ninner crucible. The apparatus may also comprise image processing means for\nforming an image of the crystal or any part of the growth interface region and\nfor determining crystal diameter measurement or meniscus diameter measurement during\ngrowth. The apparatus may also comprise means for controlling growth of\nthe crystal in response to the measured crystal or meniscus region diameter. The\ninvention also relates to a crucible for use in growing crystals and a crystal\ngrowth method.', 'A crucible susceptor (15) for a crystal growing process for pulling a crystal ingot from a crystal material melt in a crucible, comprises at least one high purity composite component containing a carbon fiber reinforced carbon matrix (15a), said at least one high purity composite component having at least a total level of metal impurity less than about 10 parts per million; and at least one high purity graphite component (15c), said at least one high graphite component having a total level of metal impurity less than about 10 parts per million. A single crystal growing process for pulling a single crystal ingot (17) from a crystal material melt includes providing a crystal material melt in a crucible and intimately supporting the crucible (14) with the crucible susceptor of the present invention. The crucible susceptor disclosed may be used in a Czochralski crystal growing process for pulling a semiconductor ingot from a semiconductor material melt.', 'An open loop control method for use with an apparatus for growing\na silicon single crystal having a zero dislocation state and an improved\ndiameter and growth rate uniformity in accordance with the Czochralski\nprocess. According to the invention, a heat and mass transfer model based\non the silicon charged to a crucible is determined as a function of one\nor more reference parameters. The reference parameter values are determined\nfrom the growth of a reference silicon single crystal. A power profile\nis then determined as a function of the heat and mass transfer model for\na given pull rate profile and model diameter profile. The power profile\ngenerated is representative of the power supplied to a heater for providing\nan amount of thermal energy to the crucible for substantially maintaining\na thermal equilibrium at the interface between the melt and the crystal.\nFinally, the crystal growing apparatus is controlled during the growth\nof at least a portion of the silicon single crystal by adjusting the thermal\nenergy provided to the crucible by the heater in accordance with the power\nprofile.']"
200,199,45,199_film_camera_image_images,"['film', 'camera', 'image', 'images', 'rewind', 'cassette', 'exposure', 'lens', 'photographic', 'capture']","['camera', 'photographic', 'capturing', 'film', 'preexposed', 'exposure', 'filming', 'mechanism', 'shutter', 'capture']","['Film Camera Technology', '', '', '', '', '', '', '', '', '']","['film', 'camera', 'image', 'images', 'rewind', 'cassette', 'exposure', 'lens', 'photographic', 'capture']","['A combination of a digital camera (22) and a film camera (12) into a single operational unit (10), such that the operation of a single mechanism (20) by the user causes a photographic image to be captured by both cameras simultaneously. The photographic image is captured onto an electronic memory component of the digital camera and onto film of the conventional film camera. The photographic image can then be downloaded to a computer from the memory component of the digital camera, for example in order to view the digital image on the computer monitor or other associated display screen. In addition, the photographic image can be produced when the film of the film camera is developped. Thus, the same or substantially similar photographic image can be reproduced in either medium from the cameras of the combined operational unit (10).', 'The camera of this invention has a film cassette compartment, a film spool, a film exposing area, and an interlock that prevents moving exposed film from the film cassette. With the camera, a film cassette is loaded into the film cassette compartment. The film is then locaded by moving the film from the film cassette compartment across the film exposing area and winding all but the first frame of film to be exposed around the film spool. After a picture taken, the exposed film is wound back into the film cassette and the next from of film to be exposed is moved into the film exposing area. The interlock prevents moving the exposed film out of the film exposing area. In an embodiment the interlock includes a lever that is engageable with the serrations of a film rewind wheel to prevent movement of the film rewind wheel.', 'The camera (10) of this invention preferably includes a rewind interlock\n(300) that prevents the double exposure of film (14). Preferably, the\ncamera of this invention is an Advanced Photo System (APS) camera that\nemploys APS film. Such APS film may be contained in a film cassette (16)\nthat has a light lock door (23). The rewind interlock prevents thrusting\nor pulling a frame from the film cassette after that frame of film has\nbeen exposed and rewound into the film cassette. This prevents the accidental\ndouble exposure of a frame of film. In a preferred embodiment of this\ninvention, the rewind interlock prevents thrusting or pulling film from a\nfilm cassette after all of the film has been rewound into the film cassette.\nThe rewind interlock does this by preventing the film advancing mechanism\n(12) from being manipulated in a direction that advances film from the\ncassette after the exposed film has been rewound into the film cassette.\nThe rewind interlock may be reset to permit the advancement of film from\na film cassette by the removal of the film cassette from the camera.']"
201,200,45,200_shelf_shelving_shelves_support,"['shelf', 'shelving', 'shelves', 'support', 'member', 'bracket', 'book', 'horizontal', 'vertical', 'upright']","['shelves', 'shelf', 'shelving', 'member', 'apertures', 'subdividing', 'members', 'partition', 'mounted', 'supporting']","['Shelving and Support Systems', '', '', '', '', '', '', '', '', '']","['shelf', 'shelving', 'shelves', 'support', 'member', 'bracket', 'book', 'horizontal', 'vertical', 'upright']","['A knock down hang on storage unit (1) for portable partition\nsystems (4) includes first and second end members (5, 6) with shelf support\nflanges (7) having inwardly protruding horizontal support legs (9) and\nvertical support legs (12) that define narrow vertical slots (13). Forward\nedges (14) of the end members (5, 6) have rearwardly opening notches (15)\nthat capture the forward edge (18) of a shelf (3) that extends horizontally\nbetween the end members (5, 6). The shelf (3) includes first and second\ndepending attachment flanges (19, 20) along opposite sides thereof that\nare inserted into the slots (13). The rear portion (17) of the shelf (3)\nis supported on the horizontal support legs (9) adjacent upstanding tabs\n(10) on the shelf support flanges (7) to horizontally capture the shelf\nmember (3) between the end members (5, 6) and provide a fastenerless interconnection\ntherebetween.', 'A open wire basket shelf is formed with one or more partitions/side pieces (13),\nadapted to be mounted between a front side, a rear side and a bottom of a shelf. Said\nshelf has at least one front (5), and one rear (6) upper support wire. It also has\na front (7) and a rear (8) lower support wire at or close to the corners between the\nfront and rear sides and the shelf bottom, and one or more intermediate support\nwires (9) at predetermined places under the shelf bottom. The partition (13)\nis in the form of a substantially even plate (14) having substantially the same\nlength and height as the inner of the basket shelf. It is formed with releasable\nlocking means (15, 16) at the upper corners of the partition and one or more locking\nmeans (19, 20) at the bottom edge of the partition. Said locking means (15, 16,\n19, 20) are arranged to secure the partition against both horizontal as vertical\ndisplacement in the basket shelf.', ""A storage unit particularly suitable for storing publications such\nas telephone directories includes a shelf and means for supporting the\nshelf in a horizontal position for storing objects on the shelf. The shelf\nmay be an elevated shelf or it may be formed from the base of the storage\nunit. In either case, the shelf includes a front edge with a rearwardly\nextending recess, the recess being sized to permit substantially the entire\nlength of the flatly extended fingers of an average adult user's hand\nto reach into the recess for grasping an object stored on the shelf and\noverlying the recess. A unit may be constructed with stackable upper and\nlower storage sections which engage such a shelf between sections.""]"
202,201,44,201_metalloproteinase_inhibitors_tnf_matrix,"['metalloproteinase', 'inhibitors', 'tnf', 'matrix', 'formula', 'metalloproteinases', 'mmps', 'compounds', 'mmp', 'tace']","['metalloproteinases', 'metalloproteinase', 'metalloproteases', 'mmp', 'mmps', 'inhibitors', 'proteases', 'mmp12', 'inhibitor', 'protease']","['Therapeutic applications of matrix metalloproteinase inhibitors', '', '', '', '', '', '', '', '', '']","['metalloproteinase', 'inhibitors', 'tnf', 'matrix', 'formula', 'metalloproteinases', 'mmps', 'compounds', 'mmp', 'tace']","['Matrix metalloproteinases (MMPs) are a group of enzymes that have been\nimplicated in the pathological destruction of connective tissue and basement\nmembranes. These zinc containing endopeptidases consist of several subsets\nof enzymes including collagenases, stromelysins and gelatinases. TNF\nconverting enzymes (TACE), a pro inflammatory cytokine, catalyze\nthe formation of TNF   from membrane bound TNF\nprecursor protein. It is expected that small molecule inhibitors of MMPs\nand TACE therefore have the potential for treating a variety of disease\nstates. The present invention provides low molecular weight, non peptide\ninhibitors of matrix metalloproteinases (MMPs) and TNF   converting\nenzyme (TACE) for the treatment of arthritis, tumor metastasis, tissue\nulceration, abnormal wound healing, periodontal disease, bone disease,\ndiabetes (insulin resistance) and HIV infection. The compounds of this\ninvention are represented by formula (I), where R1, R2,\nR3 and R4 are described herein.', 'The present invention relates to certain novel 1 carboxymethyl 2 oxo azepan derivatives\nof formula (1) useful as inhibitors of matrix metalloproteinases (MMPs).\nThe compounds of formula (1) are especially useful as selective inhibitors of\nMMP 12. Pharmaceutical compositions containing said compounds as well\nas methods of treating various disease states responding to inhibition of\nmatrix metalloproteinase are also claimed herein.', 'Compounds of formula (I) useful as metalloproteinase inhibitors, especially\nas inhibitors of MMP 13.']"
203,202,43,202_oocyte_oocytes_sperm_cells,"['oocyte', 'oocytes', 'sperm', 'cells', 'nuclear', 'transgenic', 'embryo', 'embryos', 'enucleated', 'embryonic']","['oocytes', 'oocyte', 'fertilization', 'cloning', 'embryos', 'insemination', 'vitro', 'embryonic', 'embryo', 'transgenic']","['Reproductive biotechnology', '', '', '', '', '', '', '', '', '']","['oocyte', 'oocytes', 'sperm', 'cells', 'nuclear', 'transgenic', 'embryo', 'embryos', 'enucleated', 'embryonic']","['The present invention pertains to methods for cloning animals. In particular,\nthe invention includes methods of cloning an animal by combining a genome\nfrom an activated donor cell with an activated enucleated oocyte to thereby\nobtain a nuclear transfer embryo, and impregnating an animal with the\nnuclear transfer embryo in conditions suitable for gestation of a cloned\nanimal. The invention further relates to methods of chemically enucleating\nan oocyte having a meiotic spindle apparatus by exposing the oocyte with\na compound that destabilizes the meiotic spindle apparatus.', 'The present invention relates to an improved method for mass production\nof porcine embryos cloned via somatic cell nuclear transfer. In detail,\noocytes were obtained from slaughterhouse-derived ovaries and then\nmatured in vitro. Upon completion of in vitro maturation (IVM), the oocytes\nwere enucleated and individually fused with somatic cells by electric\nstimulation. The reconstructed eggs were activated by secondary electric\nstimulation and then cultured in vitro. This invention is to establish\noptimal conditions to activate reconstructed oocytes and to enhance viability\nof nuclear transfer (NT) embryos, eventually by which result in viable cloned\nembryos and cloned animals. Therefore, the present invention of somatic cell\nnuclear transfer in the pig can be applied to multiply elite pigs and\nto develop transgenic pigs for xenotransplantation or as a disease model.', 'The invention provides a method for generating transgenic animals and\ncells by the coinsertion of nucleic acid and a nucleus into an unfertilized\noocyte. Preferably, the coinsertion is by microinjection and more preferably\nby piezo electrically actuated microinjection. Transgene (tg) expressing\nembryos are here produced following coinjection of unfertilized mouse\noocytes with sperm heads and exogenous DNA encoding either a green fluorescent\nprotein (GFP) or   galactosidase reporter. The microinjected\noocyte may be allowed to develop into differentiated cells or stem cells;\ninto an embryo in vitro prior to transfer into a host surrogate\nmother; or it may be transferred directly into a host surrogate mother.\nEmbryonic development can occur to term, such that the offspring possess\ntransgenic modifications that may alter their characteristics (phenotype)\nand are, in turn, transmitted to their offspring.']"
204,203,43,203_ice_freezing_snow_frozen,"['ice', 'freezing', 'snow', 'frozen', 'freezer', 'water', 'evaporator', 'cube', 'hexagonal', 'cream']","['icemaker', 'ice', 'an', 'icing', 'cubes', 'atomized', 'thawing', 'freezer', 'supercooled', 'subsystem']","['Ice Management Technologies', '', '', '', '', '', '', '', '', '']","['ice', 'freezing', 'snow', 'frozen', 'freezer', 'water', 'evaporator', 'cube', 'hexagonal', 'cream']","['A flow director system (1) for transporting ice to a desired locale includes a\nconduit system (40) and a flow gate assembly (100) coupled with the conduit system\n(40) for directing ice to the desired locale along a desired path defined by the\nconduit system (40). The gas flow gate assembly (100) includes a plurality of\nflow gates (10) disposed along the conduit system (40) and a flow gate controller\n(99) linked with the plurality of flow gates (10), whereby the flow gate controller\n(99) opens and closes the flow gates (10) to route ice flow along the conduit system.\nIn addition, the flow director system (1) preferably includes an ice maker (25)\nfor delivering ice into an ice container. The ice container, in turn, includes\na plurality of interface apertures (27a-d) for channeling ice from the ice maker\n(25) to the conduit system (1). Moreover, in operation, a gas flow is established\nthrough the ice trough (27) between the interface apertures (27a-d) to prevent\nice blockage about the ice container.', 'A redundant ice management system and method to de-ice and anti-ice\nan aircraft member (150) is provided. The system comprising a primary\nice management sub-system (154) for providing thermal ice management\nto the aircraft member and a secondary ice management sub-system\n(172) for providing back-up thermal ice management to the aircraft\nmember (150) in the event of a failure by the primary ice management sub-system (154).\nThe system provides primary and secondary de-ice and anti-ice\ncapabilities to the aircraft member (150) before and during airborne operation.', 'An ice making machine is provided which includes an ice making section;\nan ice discharge port (12) connected to the ice making section for receiving ice\nmade in the ice making section; an ice delivery chute (30) interconnecting said\nice discharge port with an ice storage section (20); and an ice storage level\ndetecting apparatus (32) including an ice storage level sensor disposed in\nthe ice delivery chute proximate an outlet end of said ice delivery chute. An\nice storage level detecting apparatus for an ice making machine is also provided\nwhich includes an ice storage level sensor, a housing to receive the ice\nlevel storage sensor, the housing adapted to be affixed within an ice\ndelivery chute of an ice making machine at or adjacent an outlet of the ice\ndelivery chute.']"
205,204,43,204_ultrasound_imaging_ultrasonic_compounded,"['ultrasound', 'imaging', 'ultrasonic', 'compounded', 'image', 'transducer', 'spatially', 'images', 'echo', 'echoes']","['interpolated', 'imaging', 'ultrasonic', 'spatially', 'apertures', 'ultrasound', 'ultrasonographic', 'microbeamformers', 'beamforming', 'compounded']","['Ultrasonic Imaging Technologies', '', '', '', '', '', '', '', '', '']","['ultrasound', 'imaging', 'ultrasonic', 'compounded', 'image', 'transducer', 'spatially', 'images', 'echo', 'echoes']","['A method and ultrasonic diagnostic imaging system for contrast agent\nimaging or tissue harmonic imaging is described which modulates the transmit\npower as a function of the angle of an electronically steered beam or\nthe location of the beam in the scan plane to compensate for the reduction\nin delivered energy to points in the image field resulting from off angle\nsteering or a reduction in the number of elements of the transmit aperture.', 'An ultrasonic diagnostic imaging system produces spatially compounded\nimages by combining component frames acquired from different look directions.\nIn a first embodiment, the oldest component frame used to form a spatially\ncompounded image is subtracted from the spatially compounded image to\nproduce a partially summed image, and a newly acquired frame is added\nto the partially summed image to form a new spatially compounded image.\nIn a second embodiment, different groups of component frames are concurrently\nsummed to form multiple spatially compounded images simultaneously. The\ndisplay alternates between the display of the simultaneously produced\nspatially compounded images.', 'An ultrasonic diagnostic imaging system produces spatially compounded\nimages by combining component frames acquired from different look directions.\nThe component frames are acquired in estimate space, converted to sampled\ndata in a common coordinate system and compounded. Conversion to the common\ncoordinate system is performed by modulating the sampling to the desired\ncoordinate system or by resampling of the image data. The estimate data\nof the spatially compounded image is then scan converted to a display\ndata format for display of the spatially compounded image.']"
206,205,43,205_polycarbonate_polycarbonates_bisphenol_bpt,"['polycarbonate', 'polycarbonates', 'bisphenol', 'bpt', 'carbonate', 'melt', 'aromatic', 'polymerization', 'bpa', 'kneading']","['polycarbonates', 'polycarbonate', 'polyestercarbonates', 'polyestercarbonate', 'copolycarbonates', 'copolyestercarbonates', 'copolycarbonate', 'polycondensation', 'polycondensed', 'polymerization']","['Polycarbonate materials and manufacturing processes', '', '', '', '', '', '', '', '', '']","['polycarbonate', 'polycarbonates', 'bisphenol', 'bpt', 'carbonate', 'melt', 'aromatic', 'polymerization', 'bpa', 'kneading']","['The invention relates to polymer blends suitable for use in optical article. They comprise a first polycarbonate based on alkyl substituted cyclo alkylidene bisphenols e.g. 1,1-bis (4-hydroxy-3-methyl phenyl) cyclohexane and a second aromatic polycarbonate or polyester carbonate e.g. bisphenol-A polycarbonate. The blends have properties particularly suited for use in high density optical data storage media.', 'This invention relates to clear blends comprising a first and second polycarbonate. In one embodiment the first polycarbonate comprises residues of BCC and the second polycarbonate comprises residues of BPA. The polycarbonates posse good processing characteristics and are suitable for use in injection molding processes.', 'The present invention relates to a process and an equipment for preparing\nhigh polymerized aromatic polycarbonate by postpolymerizing polycarbonate\nprepolymer which is formed by the melt transesterification of carbonate\nester and diol compound using a horizontal tubular reactor. Polycarbonate\nprepolymer is postpolymerized using a horizontal tubular reactor comprised\nof rotational plates, several separated compartments divided by the rotational\nplates, and vents so that a polymerization degree of polycarbonate can\ncontinuously be raised whenever reactants move through the separated compartments,\nsupplying rate of polycarbonate prepolymer is controlled, thus controlling\nresidence time of reactants so that desirable polymerization degree of\npolycarbonate can be obtained, and byproduct, aromatic alcohol, is discharged\nthrough a vent so that discoloration of final products can be prevented\nin the present invention.']"
